participant_ID,currentTrial,subject_id,study_id,session_id,rt,response,task,ball_X,obstacle_groundTruth_x,obstacle_groundTruth_y,stimulus_idx,trial_name,flipped,choice,timeLimit,obstacle_choice_x,obstacle_choice_y,ball_X_final,obstacle_groundTruth_x_final,obstacle_choice_x_final,is_accurate
6762abbea62dc4c2acf59fe0_result,1.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,487.0,j,ballFalling,604.4000000000001,650.0211431702996,404.58,11.0,fallScene,True,mid,3000.0,605.4000000000001,300.0,395.5999999999999,349.97885682970036,394.5999999999999,False
6762abbea62dc4c2acf59fe0_result,2.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,814.0,j,ballFalling,604.4000000000001,650.0211431702996,404.58,11.0,fallScene,True,gt,3000.0,650.0211431702996,404.58,395.5999999999999,349.97885682970036,349.97885682970036,True
6762abbea62dc4c2acf59fe0_result,3.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,1197.0,f,ballFalling,604.4000000000001,667.6211431702998,201.78,9.0,fallScene,False,gt,3000.0,667.6211431702998,201.78,604.4000000000001,667.6211431702998,667.6211431702998,False
6762abbea62dc4c2acf59fe0_result,4.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,1033.0,j,ballFalling,322.3,296.07114317029976,371.46,3.0,fallScene,False,lp,3000.0,321.3,287.3327096511259,322.3,296.07114317029976,321.3,False
6762abbea62dc4c2acf59fe0_result,5.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,903.0,f,ballFalling,500.0,453.6711431702998,210.33,5.0,fallScene,True,mid,3000.0,499.0,300.0,500.0,546.3288568297003,501.0,True
6762abbea62dc4c2acf59fe0_result,6.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,1159.0,f,ballFalling,500.0,510.8711431702997,369.03,8.0,fallScene,False,lp,3000.0,501.0,151.0,500.0,510.8711431702997,501.0,True
6762abbea62dc4c2acf59fe0_result,7.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,880.0,f,ballFalling,500.0,479.9211431702998,330.87,6.0,fallScene,True,lp,3000.0,499.0,189.92909825697632,500.0,520.0788568297003,501.0,True
6762abbea62dc4c2acf59fe0_result,8.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,801.0,j,ballFalling,604.4000000000001,667.6211431702998,201.78,9.0,fallScene,True,mid,3000.0,605.4000000000001,300.0,395.5999999999999,332.3788568297002,394.5999999999999,False
6762abbea62dc4c2acf59fe0_result,9.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,788.0,j,ballFalling,322.3,356.42114317029973,357.87,4.0,fallScene,True,gt,3000.0,356.42114317029973,357.87,677.7,643.5788568297003,643.5788568297003,True
6762abbea62dc4c2acf59fe0_result,10.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,343.0,j,ballFalling,500.0,453.6711431702998,210.33,5.0,fallScene,False,mid,3000.0,499.0,300.0,500.0,453.6711431702998,499.0,False
6762abbea62dc4c2acf59fe0_result,11.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,875.0,f,ballFalling,500.0,453.6711431702998,210.33,5.0,fallScene,True,lp,3000.0,499.0,151.0,500.0,546.3288568297003,501.0,True
6762abbea62dc4c2acf59fe0_result,12.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,509.0,j,ballFalling,500.0,553.4711431702997,282.51,7.0,fallScene,True,mid,3000.0,501.0,300.0,500.0,446.5288568297003,499.0,False
6762abbea62dc4c2acf59fe0_result,13.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,557.0,j,ballFalling,500.0,479.9211431702998,330.87,6.0,fallScene,False,gt,3000.0,479.9211431702998,330.87,500.0,479.9211431702998,479.9211431702998,True
6762abbea62dc4c2acf59fe0_result,14.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,462.0,f,ballFalling,322.3,308.07114317029976,253.89,2.0,fallScene,True,lp,3000.0,321.3,151.0,677.7,691.9288568297002,678.7,True
6762abbea62dc4c2acf59fe0_result,15.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,415.0,j,ballFalling,604.4000000000001,596.8711431702998,394.5,10.0,fallScene,True,lp,3000.0,603.4000000000001,215.50214355555383,395.5999999999999,403.1288568297002,396.5999999999999,False
6762abbea62dc4c2acf59fe0_result,16.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,399.0,j,ballFalling,500.0,510.8711431702997,369.03,8.0,fallScene,True,gt,3000.0,510.8711431702997,369.03,500.0,489.1288568297003,489.1288568297003,True
6762abbea62dc4c2acf59fe0_result,17.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,980.0,j,ballFalling,322.3,356.42114317029973,357.87,4.0,fallScene,True,mid,3000.0,390.27114317029975,300.0,677.7,643.5788568297003,609.7288568297002,False
6762abbea62dc4c2acf59fe0_result,18.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,554.0,j,ballFalling,500.0,479.9211431702998,330.87,6.0,fallScene,False,gt,3000.0,479.9211431702998,330.87,500.0,479.9211431702998,479.9211431702998,True
6762abbea62dc4c2acf59fe0_result,19.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,573.0,f,ballFalling,322.3,308.07114317029976,253.89,2.0,fallScene,True,lp,3000.0,321.3,151.0,677.7,691.9288568297002,678.7,True
6762abbea62dc4c2acf59fe0_result,20.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,1570.0,j,ballFalling,322.3,356.42114317029973,357.87,4.0,fallScene,False,gt,3000.0,356.42114317029973,357.87,322.3,356.42114317029973,356.42114317029973,True
6762abbea62dc4c2acf59fe0_result,21.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,345.0,f,ballFalling,500.0,510.8711431702997,369.03,8.0,fallScene,False,mid,3000.0,501.0,300.0,500.0,510.8711431702997,501.0,True
6762abbea62dc4c2acf59fe0_result,22.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,2469.0,j,ballFalling,500.0,510.8711431702997,369.03,8.0,fallScene,True,lp,3000.0,501.0,151.0,500.0,489.1288568297003,499.0,False
6762abbea62dc4c2acf59fe0_result,23.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,1072.0,f,ballFalling,604.4000000000001,575.4211431702997,266.76,12.0,fallScene,False,mid,3000.0,536.4288568297004,300.0,604.4000000000001,575.4211431702997,536.4288568297004,True
6762abbea62dc4c2acf59fe0_result,24.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,536.0,j,ballFalling,500.0,479.9211431702998,330.87,6.0,fallScene,True,mid,3000.0,499.0,300.0,500.0,520.0788568297003,501.0,False
6762abbea62dc4c2acf59fe0_result,25.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,421.0,j,ballFalling,322.3,296.07114317029976,371.46,3.0,fallScene,True,lp,3000.0,321.3,287.3327096511259,677.7,703.9288568297002,678.7,False
6762abbea62dc4c2acf59fe0_result,26.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,518.0,j,ballFalling,604.4000000000001,650.0211431702996,404.58,11.0,fallScene,False,gt,3000.0,650.0211431702996,404.58,604.4000000000001,650.0211431702996,650.0211431702996,True
6762abbea62dc4c2acf59fe0_result,27.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,,,ballFalling,322.3,356.42114317029973,357.87,4.0,fallScene,False,lp,3000.0,323.3,297.4070551689986,322.3,356.42114317029973,323.3,
6762abbea62dc4c2acf59fe0_result,28.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,,,ballFalling,500.0,553.4711431702997,282.51,7.0,fallScene,False,lp,3000.0,501.0,227.2843295913261,500.0,553.4711431702997,501.0,
6762abbea62dc4c2acf59fe0_result,29.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,,,ballFalling,500.0,553.4711431702997,282.51,7.0,fallScene,True,lp,3000.0,501.0,227.2843295913261,500.0,446.5288568297003,499.0,
6762abbea62dc4c2acf59fe0_result,30.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,533.0,j,ballFalling,604.4000000000001,575.4211431702997,266.76,12.0,fallScene,True,lp,3000.0,603.4000000000001,151.0,395.5999999999999,424.57885682970027,396.5999999999999,False
6762abbea62dc4c2acf59fe0_result,31.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,515.0,j,ballFalling,322.3,379.3711431702997,245.25,1.0,fallScene,False,lp,3000.0,323.3,217.74551669457017,322.3,379.3711431702997,323.3,False
6762abbea62dc4c2acf59fe0_result,32.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,971.0,f,ballFalling,322.3,379.3711431702997,245.25,1.0,fallScene,False,lp,3000.0,323.3,217.74551669457017,322.3,379.3711431702997,323.3,True
6762abbea62dc4c2acf59fe0_result,33.0,6762abbea62dc4c2acf59fe0,6796e1c0ff24ca17c453c51c,67c715ba04b522cea8f2ad0a,178.0,j,ballFalling,322.3,296.07114317029976,371.46,3.0,fallScene,True,gt,3000.0,296.07114317029976,371.46,677.7,703.9288568297002,703.9288568297002,True
