participant_ID,currentTrial,subject_id,study_id,session_id,rt,response,task,ball_X,obstacle_groundTruth_x,obstacle_groundTruth_y,stimulus_idx,trial_name,flipped,choice,timeLimit,obstacle_choice_x,obstacle_choice_y,ball_X_final,obstacle_groundTruth_x_final,obstacle_choice_x_final,is_accurate
672976d49260ec8c490d70f6_result,1.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,784.0,j,ballFalling,604.4000000000001,575.4211431702997,266.76,12.0,fallScene,False,gt,1000.0,575.4211431702997,266.76,604.4000000000001,575.4211431702997,575.4211431702997,True
672976d49260ec8c490d70f6_result,2.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,908.0,j,ballFalling,604.4000000000001,596.8711431702998,394.5,10.0,fallScene,True,lp,1000.0,603.4000000000001,215.50214355555383,395.5999999999999,403.1288568297002,396.5999999999999,False
672976d49260ec8c490d70f6_result,3.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,746.0,f,ballFalling,604.4000000000001,650.0211431702996,404.58,11.0,fallScene,False,mid,1000.0,605.4000000000001,300.0,604.4000000000001,650.0211431702996,605.4000000000001,True
672976d49260ec8c490d70f6_result,4.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,992.0,j,ballFalling,322.3,308.07114317029976,253.89,2.0,fallScene,True,gt,1000.0,308.07114317029976,253.89,677.7,691.9288568297002,691.9288568297002,True
672976d49260ec8c490d70f6_result,5.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,854.0,f,ballFalling,604.4000000000001,575.4211431702997,266.76,12.0,fallScene,False,mid,1000.0,536.4288568297004,300.0,604.4000000000001,575.4211431702997,536.4288568297004,True
672976d49260ec8c490d70f6_result,6.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,,,ballFalling,604.4000000000001,596.8711431702998,394.5,10.0,fallScene,True,lp,1000.0,603.4000000000001,215.50214355555383,395.5999999999999,403.1288568297002,396.5999999999999,
672976d49260ec8c490d70f6_result,7.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,938.0,f,ballFalling,322.3,308.07114317029976,253.89,2.0,fallScene,True,mid,1000.0,321.3,300.0,677.7,691.9288568297002,678.7,True
672976d49260ec8c490d70f6_result,8.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,913.0,j,ballFalling,500.0,453.6711431702998,210.33,5.0,fallScene,True,mid,1000.0,499.0,300.0,500.0,546.3288568297003,501.0,False
672976d49260ec8c490d70f6_result,9.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,824.0,j,ballFalling,322.3,356.42114317029973,357.87,4.0,fallScene,False,mid,1000.0,390.27114317029975,300.0,322.3,356.42114317029973,390.27114317029975,False
672976d49260ec8c490d70f6_result,10.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,933.0,f,ballFalling,322.3,308.07114317029976,253.89,2.0,fallScene,False,lp,1000.0,321.3,151.0,322.3,308.07114317029976,321.3,True
672976d49260ec8c490d70f6_result,11.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,861.0,j,ballFalling,322.3,379.3711431702997,245.25,1.0,fallScene,True,lp,1000.0,323.3,217.74551669457017,677.7,620.6288568297002,676.7,False
672976d49260ec8c490d70f6_result,12.0,672976d49260ec8c490d70f6,6790928bebf0b969fc839b02,67929d22457fc8cbfa645ce1,997.0,j,ballFalling,500.0,510.8711431702997,369.03,8.0,fallScene,False,gt,1000.0,510.8711431702997,369.03,500.0,510.8711431702997,510.8711431702997,True
