participant_ID,currentTrial,subject_id,study_id,session_id,rt,response,task,ball_X,obstacle_groundTruth_x,obstacle_groundTruth_y,stimulus_idx,trial_name,flipped,choice,timeLimit,obstacle_choice_x,obstacle_choice_y,ball_X_final,obstacle_groundTruth_x_final,obstacle_choice_x_final,is_accurate
668340555d67e9d1df712a45_result,1.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,846.0,f,ballFalling,500.0,510.8711431702997,369.03,8.0,fallScene,True,lp,1000.0,501.0,151.0,500.0,489.1288568297003,499.0,True
668340555d67e9d1df712a45_result,2.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,,,ballFalling,322.3,379.3711431702997,245.25,1.0,fallScene,True,gt,1000.0,379.3711431702997,245.25,677.7,620.6288568297002,620.6288568297002,
668340555d67e9d1df712a45_result,3.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,937.0,f,ballFalling,604.4000000000001,575.4211431702997,266.76,12.0,fallScene,True,gt,1000.0,575.4211431702997,266.76,395.5999999999999,424.57885682970027,424.57885682970027,False
668340555d67e9d1df712a45_result,4.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,774.0,f,ballFalling,604.4000000000001,575.4211431702997,266.76,12.0,fallScene,False,mid,1000.0,536.4288568297004,300.0,604.4000000000001,575.4211431702997,536.4288568297004,True
668340555d67e9d1df712a45_result,5.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,,,ballFalling,500.0,453.6711431702998,210.33,5.0,fallScene,True,gt,1000.0,453.6711431702998,210.33,500.0,546.3288568297003,546.3288568297003,
668340555d67e9d1df712a45_result,6.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,784.0,j,ballFalling,604.4000000000001,650.0211431702996,404.58,11.0,fallScene,False,mid,1000.0,605.4000000000001,300.0,604.4000000000001,650.0211431702996,605.4000000000001,False
668340555d67e9d1df712a45_result,7.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,828.0,f,ballFalling,500.0,553.4711431702997,282.51,7.0,fallScene,False,gt,1000.0,553.4711431702997,282.51,500.0,553.4711431702997,553.4711431702997,False
668340555d67e9d1df712a45_result,8.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,876.0,f,ballFalling,604.4000000000001,596.8711431702998,394.5,10.0,fallScene,False,gt,1000.0,596.8711431702998,394.5,604.4000000000001,596.8711431702998,596.8711431702998,False
668340555d67e9d1df712a45_result,9.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,764.0,f,ballFalling,322.3,296.07114317029976,371.46,3.0,fallScene,True,gt,1000.0,296.07114317029976,371.46,677.7,703.9288568297002,703.9288568297002,False
668340555d67e9d1df712a45_result,10.0,668340555d67e9d1df712a45,6790928bebf0b969fc839b02,679826202b2114cc04234446,816.0,j,ballFalling,322.3,356.42114317029973,357.87,4.0,fallScene,True,gt,1000.0,356.42114317029973,357.87,677.7,643.5788568297003,643.5788568297003,True
