"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","practiceTestResult","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","stimulus","response","task","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","trial_name","flipped","choice","timeLimit","question_order","comprehensionCheck","practiceTest","currentTrial","obstacle_choice_x","obstacle_choice_y"
"","","","","","html-keyboard-response","74","741123","0.0-13.0-9.0-1.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1894","","","","","","","","","","","","","","f","yesOrNo_prac","","","","5","","","far gt","3000","","","","","",""
"","","","","","html-keyboard-response","75","742706","0.0-13.0-9.0-0.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","365","249","2","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","76","745710","0.0-13.0-9.0-1.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1037","","","","","","","","","","","","","","j","yesOrNo_prac","","","","2","","","gt","3000","","","","","",""
"","","","","","html-button-response","77","751616","0.0-13.0-10.0-0.0","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","5906","","","","","","","","","","","","","<p>Oops! You did not pass the practice test. You missed 2 out of 6 trials.</p><p>You will now repeat the practice and the test.</p>","0","","","","","","","","","","","","failed","","",""
"","","","","","instructions","78","756146","0.0-13.1-0.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","[{""page_index"":0,""viewing_time"":4529}]","4530","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","79","758515","0.0-13.1-1.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","2368","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>3 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","80","760100","0.0-13.1-2.1-0.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","81","763104","0.0-13.1-2.1-1.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1192","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","gt","3000","","","","","",""
"","","","","","html-keyboard-response","82","764666","0.0-13.1-2.1-0.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","464","296","1","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","83","767668","0.0-13.1-2.1-1.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1819","","","","","","","","","","","","","","f","yesOrNo_prac","","","","1","","","far gt","3000","","","","","",""
"","","","","","html-keyboard-response","84","769235","0.0-13.1-2.1-0.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","584","536","296","1","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","85","772237","0.0-13.1-2.1-1.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1532","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","close gt","3000","","","","","",""
"","","","","","html-keyboard-response","86","774256","0.0-13.1-3.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","2019","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","87","776357","0.0-13.1-4.1-0.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","334","350","3","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","88","777061","0.0-13.1-4.1-1.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","3","","","close gt","700","","","","","",""
"","","","","","html-keyboard-response","89","778639","0.0-13.1-4.1-0.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","90","779342","0.0-13.1-4.1-1.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","274","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","html-keyboard-response","91","780904","0.0-13.1-4.1-0.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","92","781607","0.0-13.1-4.1-1.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","gt","700","","","","","",""
"","","","","","instructions","93","786785","0.0-13.1-5.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","[{""page_index"":0,""viewing_time"":5178}]","5178","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","94","789025","0.0-13.1-6.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","2239","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice Test BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","95","790592","0.0-13.1-7.1-0.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","96","791300","0.0-13.1-7.1-1.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","close gt","700","","","","","",""
"","","","","","html-keyboard-response","97","792866","0.0-13.1-7.1-0.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","390","263","4","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","98","793568","0.0-13.1-7.1-1.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","html-keyboard-response","99","795136","0.0-13.1-7.1-0.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","559","586","302","5","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","100","795846","0.0-13.1-7.1-1.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","5","","","gt","700","","","","","",""
"","","","","","html-keyboard-response","101","797937","0.0-13.1-8.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","2091","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice Test BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>3 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","102","799505","0.0-13.1-9.1-0.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","390","263","4","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","103","802507","0.0-13.1-9.1-1.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","641","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","close gt","3000","","","","","",""
"","","","","","html-keyboard-response","104","804084","0.0-13.1-9.1-0.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","365","249","2","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","105","807086","0.0-13.1-9.1-1.4","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1509","","","","","","","","","","","","","","j","yesOrNo_prac","","","","2","","","gt","3000","","","","","",""
"","","","","","html-keyboard-response","106","808660","0.0-13.1-9.1-0.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","559","586","302","5","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","107","811663","0.0-13.1-9.1-1.5","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","873","","","","","","","","","","","","","","j","yesOrNo_prac","","","","5","","","far gt","3000","","","","","",""
"","","","","","html-button-response","108","820616","0.0-13.1-10.1-0.1","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","8952","","","","","","","","","","","","","<p>Oops! You did not pass the practice test. You missed 3 out of 6 trials.</p><p>You will now repeat the practice and the test.</p>","0","","","","","","","","","","","","failed","","",""
"","","","","","instructions","109","827104","0.0-13.2-0.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","[{""page_index"":0,""viewing_time"":6487}]","6488","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","110","830705","0.0-13.2-1.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","3600","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>3 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","111","832252","0.0-13.2-2.2-0.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","584","536","296","1","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","112","835256","0.0-13.2-2.2-1.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","791","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","close gt","3000","","","","","",""
"","","","","","html-keyboard-response","113","836814","0.0-13.2-2.2-0.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","464","296","1","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","114","839817","0.0-13.2-2.2-1.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1008","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","far gt","3000","","","","","",""
"","","","","","html-keyboard-response","115","841395","0.0-13.2-2.2-0.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","116","844398","0.0-13.2-2.2-1.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","869","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","gt","3000","","","","","",""
"","","","","","html-keyboard-response","117","846235","0.0-13.2-3.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1836","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","118","847807","0.0-13.2-4.2-0.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","119","848511","0.0-13.2-4.2-1.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","html-keyboard-response","120","850617","0.0-13.2-4.2-0.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","334","350","3","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","121","851321","0.0-13.2-4.2-1.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","3","","","close gt","700","","","","","",""
"","","","","","html-keyboard-response","122","852880","0.0-13.2-4.2-0.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","123","853583","0.0-13.2-4.2-1.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","gt","700","","","","","",""
"","","","","","instructions","124","858235","0.0-13.2-5.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","[{""page_index"":0,""viewing_time"":4652}]","4652","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","125","859694","0.0-13.2-6.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1458","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice Test BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","126","861261","0.0-13.2-7.2-0.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","559","586","302","5","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","127","861964","0.0-13.2-7.2-1.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","5","","","gt","700","","","","","",""
"","","","","","html-keyboard-response","128","863525","0.0-13.2-7.2-0.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","390","263","4","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","129","864228","0.0-13.2-7.2-1.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","328","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","html-keyboard-response","130","865780","0.0-13.2-7.2-0.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","131","866482","0.0-13.2-7.2-1.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","close gt","700","","","","","",""
"","","","","","html-keyboard-response","132","868134","0.0-13.2-8.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1652","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice Test BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>3 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","133","869705","0.0-13.2-9.2-0.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","390","263","4","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","134","872709","0.0-13.2-9.2-1.6","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","787","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","close gt","3000","","","","","",""
"","","","","","html-keyboard-response","135","874281","0.0-13.2-9.2-0.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","559","586","302","5","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","136","877284","0.0-13.2-9.2-1.7","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1582","","","","","","","","","","","","","","j","yesOrNo_prac","","","","5","","","far gt","3000","","","","","",""
"","","","","","html-keyboard-response","137","878847","0.0-13.2-9.2-0.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","365","249","2","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","138","881851","0.0-13.2-9.2-1.8","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1036","","","","","","","","","","","","","","j","yesOrNo_prac","","","","2","","","gt","3000","","","","","",""
"","","","","","html-button-response","139","887705","0.0-13.2-10.2-0.2","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","5853","","","","","","","","","","","","","<p>Oops! You did not pass the practice test. You missed 2 out of 6 trials.</p><p>You will now repeat the practice and the test.</p>","0","","","","","","","","","","","","failed","","",""
"","","","","","instructions","140","892845","0.0-13.3-0.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","[{""page_index"":0,""viewing_time"":5139}]","5139","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","141","894425","0.0-13.3-1.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1579","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>3 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","142","895985","0.0-13.3-2.3-0.9","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","464","296","1","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","143","898989","0.0-13.3-2.3-1.9","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","731","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","far gt","3000","","","","","",""
"","","","","","html-keyboard-response","144","900540","0.0-13.3-2.3-0.10","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","584","536","296","1","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","145","903545","0.0-13.3-2.3-1.10","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","835","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","close gt","3000","","","","","",""
"","","","","","html-keyboard-response","146","905124","0.0-13.3-2.3-0.11","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","147","908126","0.0-13.3-2.3-1.11","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","829","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","gt","3000","","","","","",""
"","","","","","html-keyboard-response","148","909614","0.0-13.3-3.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1488","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","149","911184","0.0-13.3-4.3-0.9","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","150","911891","0.0-13.3-4.3-1.9","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","gt","700","","","","","",""
"","","","","","html-keyboard-response","151","914005","0.0-13.3-4.3-0.10","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","334","350","3","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","152","914707","0.0-13.3-4.3-1.10","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","3","","","close gt","700","","","","","",""
"","","","","","html-keyboard-response","153","916290","0.0-13.3-4.3-0.11","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","154","916996","0.0-13.3-4.3-1.11","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","670","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","instructions","155","923974","0.0-13.3-5.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","[{""page_index"":0,""viewing_time"":6977}]","6977","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","156","925405","0.0-13.3-6.3","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","1431","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice Test BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","157","926982","0.0-13.3-7.3-0.9","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","559","586","302","5","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","158","927686","0.0-13.3-7.3-1.9","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","5","","","gt","700","","","","","",""
"","","","","","html-keyboard-response","159","929257","0.0-13.3-7.3-0.10","6728092788e31f69b592fda0","6796e1c0ff24ca17c453c51c","67c6a3882610e5ab7ad81719","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
