"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","practiceTestResult","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","stimulus","response","task","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","trial_name","flipped","choice","timeLimit","question_order","comprehensionCheck","practiceTest","currentTrial","obstacle_choice_x","obstacle_choice_y"
"","","","","","html-keyboard-response","49","695787","0.0-13.0-2.0-0.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","464","296","1","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","50","698882","0.0-13.0-2.0-1.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","1251","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","far gt","3000","","","","","",""
"","","","","","html-keyboard-response","51","700580","0.0-13.0-2.0-0.1","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","52","703627","0.0-13.0-2.0-1.1","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","852","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","gt","3000","","","","","",""
"","","","","","html-keyboard-response","53","705179","0.0-13.0-2.0-0.2","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","584","536","296","1","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","54","708190","0.0-13.0-2.0-1.2","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","631","","","","","","","","","","","","","","j","yesOrNo_prac","","","","1","","","close gt","3000","","","","","",""
"","","","","","html-keyboard-response","55","712141","0.0-13.0-3.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","3950","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","56","714215","0.0-13.0-4.0-0.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","334","350","3","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","57","714948","0.0-13.0-4.0-1.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","3","","","close gt","700","","","","","",""
"","","","","","html-keyboard-response","58","716530","0.0-13.0-4.0-0.1","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","59","717243","0.0-13.0-4.0-1.1","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","709","","","","","","","","","","","","","","j","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","html-keyboard-response","60","718799","0.0-13.0-4.0-0.2","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","61","719513","0.0-13.0-4.0-1.2","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","691","","","","","","","","","","","","","","j","yesOrNo_prac","","","","6","","","gt","700","","","","","",""
"","","","","","instructions","62","723300","0.0-13.0-5.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","[{""page_index"":0,""viewing_time"":3785}]","3786","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","63","732050","0.0-13.0-6.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","8748","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice Test BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>0.7 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","64","733631","0.0-13.0-7.0-0.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","559","586","302","5","fallScene","false","","","","","","","",""
"","","","","","html-keyboard-response","65","734349","0.0-13.0-7.0-1.0","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","5","","","gt","700","","","","","",""
"","","","","","html-keyboard-response","66","735932","0.0-13.0-7.0-0.1","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","390","263","4","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","67","736644","0.0-13.0-7.0-1.1","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","553","","","","","","","","","","","","","","f","yesOrNo_prac","","","","4","","","far gt","700","","","","","",""
"","","","","","html-keyboard-response","68","738204","0.0-13.0-7.0-0.2","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","","","",""
"","","","","","html-keyboard-response","69","738912","0.0-13.0-7.0-1.2","605a2dbead400eae8de18f8c","6796e1c0ff24ca17c453c51c","67c70c4c57a6c80e7cd71ccf","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","close gt","700","","","","","",""
