"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","practiceTestResult","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","stimulus","response","task","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","trial_name","flipped","choice","timeLimit","question_order","currentTrial","obstacle_choice_x","obstacle_choice_y"
"","","","","","survey-multi-choice","26","188108","0.0-11.0-1.0-5.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","10091","","","","","","","","","","","","","","{""checkTimeBlockSameness"":""Yes, the time limit is the same for all trials within a block.""}","","","","","","","","","","[0]","","",""
"","","","","","survey-multi-choice","27","202984","0.0-11.0-1.0-6.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","14875","","","","","","","","","","","","","","{""checkTrianglePrecision"":""No. The proposed purple triangle is not in the correct position because it doesn't match the location of the white triangle exactly.""}","","","","","","","","","","[0]","","",""
"","","","","","instructions","28","225730","0.0-12.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","[{""page_index"":0,""viewing_time"":6097},{""page_index"":1,""viewing_time"":5628},{""page_index"":2,""viewing_time"":5169},{""page_index"":3,""viewing_time"":5849}]","22744","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","29","228621","0.0-13.0-0.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","[{""page_index"":0,""viewing_time"":2891}]","2891","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","30","232845","0.0-13.0-1.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","4222","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>3 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","31","234407","0.0-13.0-2.0-0.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","","","","","","","","","","","","","","","","ballFalling_prac","416","464","296","1","fallScene","false","","","","","",""
"","","","","","html-keyboard-response","32","237421","0.0-13.0-2.0-1.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","802","","","","","","","","","","","","","","f","yesOrNo_prac","","","","1","","","far gt","3000","","","",""
"","","","","","html-keyboard-response","33","239057","0.0-13.0-2.0-0.1","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","",""
"","","","","","html-keyboard-response","34","242062","0.0-13.0-2.0-1.1","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","651","","","","","","","","","","","","","","f","yesOrNo_prac","","","","4","","","gt","3000","","","",""
"","","","","","html-keyboard-response","35","243624","0.0-13.0-2.0-0.2","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","","","","","","","","","","","","","","","","ballFalling_prac","584","536","296","1","fallScene","true","","","","","",""
"","","","","","html-keyboard-response","36","246637","0.0-13.0-2.0-1.2","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","1","","","close gt","3000","","","",""
"","","","","","html-keyboard-response","37","248358","0.0-13.0-3.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","1720","","","","","","","","","","","","","<p><span style=""font-size:40px;"">Practice BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <b style=""color: #FF644F;""><strong>1 second(s)</strong></b> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>"," ","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","250474","0.0-13.0-4.0-0.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","","","","","","","","","","","","","","","","ballFalling_prac","340","334","350","3","fallScene","true","","","","","",""
"","","","","","html-keyboard-response","39","251489","0.0-13.0-4.0-1.0","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","857","","","","","","","","","","","","","","j","yesOrNo_prac","","","","3","","","close gt","1000","","","",""
"","","","","","html-keyboard-response","40","253041","0.0-13.0-4.0-0.1","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","","","","","","","","","","","","","","","","ballFalling_prac","441","500","317","6","fallScene","true","","","","","",""
"","","","","","html-keyboard-response","41","254046","0.0-13.0-4.0-1.1","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","null","","","","","","","","","","","","","","null","yesOrNo_prac","","","","6","","","gt","1000","","","",""
"","","","","","html-keyboard-response","42","255623","0.0-13.0-4.0-0.2","5f8f54c1450c2d1b5984c34f","6790928bebf0b969fc839b02","67929d145a93a875db9c3f2c","passed","","","","","","","","","","","","","","","","","ballFalling_prac","660","610","263","4","fallScene","false","","","","","",""
