"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","response","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","comprehensionCheck","flipped","runnerFPS","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","currentTrial","obstacle_idx","obstacle_initial_x","obstacle_initial_y"
"true","false","[]","[]","[]","preload","0","46","0.0-0.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","2662","0.0-1.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","[{""page_index"":0,""viewing_time"":2615}]","2615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","browser-check","2","4653","0.0-2.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","2560","1283","true","chrome","115.0.0","false","Windows 10","true","30.17","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","external-html","3","8171","0.0-3.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","3316","","","","","","","","","","","","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","4","11646","0.0-4.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","2961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","5","15611","0.0-5.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","3963","","","","","","","","","","","","","{""prolificID"":""629531cb501e6d23d9797050""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","browser-check","6","17633","0.0-6.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","2560","1440","true","chrome","115.0.0","false","Windows 10","true","29.97","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","7","53737","0.0-7.0-0.0-0.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","[{""page_index"":0,""viewing_time"":17081},{""page_index"":1,""viewing_time"":6453},{""page_index"":2,""viewing_time"":7509},{""page_index"":3,""viewing_time"":5061}]","36104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","60623","0.0-7.0-0.0-1.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","612.0129383172307","350.99396121347036","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","60623","0.0-7.0-0.0-1.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","practiceTrial_move","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","9","65156","0.0-7.0-0.0-2.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","4532","","","","","","","","","","","","","0","","","","<p>To help you get more comfortable with the task, let's begin with a practice trial first!</p><p>As described previously, you will first see a video of a ball falling, some of it behind a gray screen.</p><p>After the video, you will drag a triangle to the spot you think the ball hit the triangle behind the screen.</p><p>Click 'Next' to start your practice trial.</p>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","68170","0.0-7.0-0.0-3.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","null","","","","","","","","","","","","","null","","","fallScene_practiceTrial_withOccluder","","400","50","420","415","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","71546","0.0-7.0-0.0-4.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","","","","","","","400.0095712323182","314.0028968106447","3376.300000011921","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","71546","0.0-7.0-0.0-4.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","reconstruct_practiceTrial_withOccluder","","","","","","400.0095712323182","314.0028968106447","3376.300000011921","500","300","","","","","","","","","","","",""
"","","","","","html-button-response","12","74181","0.0-7.0-0.0-5.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","2633","","","","","","","","","","","","","1","","","","<p>Ok! We're almost ready to get started.</p><p>We just have a <b>brief quiz</b>, to make sure you understood the task.</p><p>If you need to review the instructions, click 'Previous'.</p><p>It's important to understand the task to do the study, so you have to pass the quiz to move to the study.</p>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","13","82880","0.0-7.0-1.0-0.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","8698","","","","","","","","","","","","","{""generalProcedure"":""Watch a video of a ball falling, some of it behind a gray screen. After each video, drag a triangle to where I think the ball hit the triangle behind the screen.""}","","","","","","","","","","","","","","[0]","","","","","","","","","","",""
"","","","","","survey-multi-choice","14","87553","0.0-7.0-1.0-1.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","4670","","","","","","","","","","","","","{""checkBallHitObstacle"":""I am not sure.""}","","","","","","","","","","","","","","[0]","","","","","","","","","","",""
"","","","","","survey-multi-choice","15","91835","0.0-7.0-1.0-2.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","4281","","","","","","","","","","","","","{""checkTriangleVisibility"":""No, the triangle is hidden behind the gray screen.""}","","","","","","","","","","","","","","[0]","","","","","","","","","","",""
"","","","","","html-button-response","16","94221","0.0-7.0-2.0-0.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","2384","","","","","","","","","","","","","0","","","","<p>Oops! You did not pass the quiz.</p><p>You will now repeat the instructions and practice.</p>","","","","","","","","","","","failed","","","","","","","","","",""
"","","","","","instructions","17","106301","0.0-7.1-0.1-0.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","[{""page_index"":0,""viewing_time"":8644},{""page_index"":1,""viewing_time"":690},{""page_index"":2,""viewing_time"":1438},{""page_index"":3,""viewing_time"":1306}]","12079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","110941","0.0-7.1-0.1-1.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","384.0083507305155","244.00550139072035","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","110941","0.0-7.1-0.1-1.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","practiceTrial_move","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","19","113002","0.0-7.1-0.1-2.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","2060","","","","","","","","","","","","","0","","","","<p>To help you get more comfortable with the task, let's begin with a practice trial first!</p><p>As described previously, you will first see a video of a ball falling, some of it behind a gray screen.</p><p>After the video, you will drag a triangle to the spot you think the ball hit the triangle behind the screen.</p><p>Click 'Next' to start your practice trial.</p>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","116010","0.0-7.1-0.1-3.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","null","","","","","","","","","","","","","null","","","fallScene_practiceTrial_withOccluder","","400","50","420","415","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","118388","0.0-7.1-0.1-4.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","","","","","","","385.9999614952404","326.9900000741311","2377.7000000029802","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","118388","0.0-7.1-0.1-4.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","reconstruct_practiceTrial_withOccluder","","","","","","385.9999614952404","326.9900000741311","2377.7000000029802","500","300","","","","","","","","","","","",""
"","","","","","html-button-response","22","119694","0.0-7.1-0.1-5.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","1306","","","","","","","","","","","","","1","","","","<p>Ok! We're almost ready to get started.</p><p>We just have a <b>brief quiz</b>, to make sure you understood the task.</p><p>If you need to review the instructions, click 'Previous'.</p><p>It's important to understand the task to do the study, so you have to pass the quiz to move to the study.</p>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","23","123519","0.0-7.1-1.1-0.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","3824","","","","","","","","","","","","","{""generalProcedure"":""Watch a video of a ball falling, some of it behind a gray screen. After each video, drag a triangle to where I think the ball hit the triangle behind the screen.""}","","","","","","","","","","","","","","[0]","","","","","","","","","","",""
"","","","","","survey-multi-choice","24","125655","0.0-7.1-1.1-1.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","2134","","","","","","","","","","","","","{""checkBallHitObstacle"":""Yes.""}","","","","","","","","","","","","","","[0]","","","","","","","","","","",""
"","","","","","survey-multi-choice","25","129472","0.0-7.1-1.1-2.1","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","3815","","","","","","","","","","","","","{""checkTriangleVisibility"":""No, the triangle is hidden behind the gray screen.""}","","","","","","","","","","","","","","[0]","","","","","","","","","","",""
"","","","","","instructions","26","131540","0.0-8.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","[{""page_index"":0,""viewing_time"":2066}]","2066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","134545","0.0-9.0-0.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","30.030209999999933","322.3","296.07114317029976","371.46","3","1","","",""
"","","","","","html-keyboard-response","28","137478","0.0-9.0-1.0","629531cb501e6d23d9797050","64d3ef96556dbe1f0e02b5aa","64db813192d3e6ed7ed5fc42","","","","","","","","","","","","","","","","","","","","","","","","289.00999999780913","324.99999338055954","2933","","","","","","","","","","","","","",""
