"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","response","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","runnerFPS","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","currentTrial","obstacle_idx","obstacle_initial_x","obstacle_initial_y"
"","","","","","instructions","16","72861","0.0-8.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","[{""page_index"":0,""viewing_time"":884}]","885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","75883","0.0-9.0-0.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","62.00643899999977","500","479.92114317029973","330.87","6","1","","",""
"","","","","","html-keyboard-response","18","78804","0.0-9.0-1.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","443.0000042311838","298.9900000008951","2919.5","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","78804","0.0-9.0-1.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","443.0000042311838","298.9900000008951","2919.5","","","","","","","","","","1","5","625","250"
"","","","","","html-keyboard-response","19","81815","0.0-9.0-0.1","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","61.99064000000031","604.4000000000001","596.8711431702998","394.5","10","2","","",""
"","","","","","html-keyboard-response","20","84572","0.0-9.0-1.1","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","408.0018054294226","291.99016432897054","2756","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","84572","0.0-9.0-1.1","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","408.0018054294226","291.99016432897054","2756","","","","","","","","","","2","5","625","250"
"","","","","","html-keyboard-response","21","87581","0.0-9.0-0.2","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","62.00625599999995","322.3","379.3711431702997","245.25","1","3","","",""
"","","","","","html-keyboard-response","22","90669","0.0-9.0-1.2","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","360.99076040210934","254.99617510381592","3086.399999976158","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","22","90669","0.0-9.0-1.2","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","360.99076040210934","254.99617510381592","3086.399999976158","","","","","","","","","","3","2","375","350"
"","","","","","html-keyboard-response","23","93676","0.0-9.0-0.3","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","62.00595100000056","604.4000000000001","650.0211431702996","404.58000000000004","11","4","","",""
"","","","","","html-keyboard-response","24","95917","0.0-9.0-1.3","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","340.9999999971291","253.01000000000002","2240.7999999523163","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","24","95917","0.0-9.0-1.3","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","340.9999999971291","253.01000000000002","2240.7999999523163","","","","","","","","","","4","6","625","350"
"","","","","","html-keyboard-response","25","98929","0.0-9.0-0.4","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","61.99161600000052","322.3","296.07114317029976","371.46","3","5","","",""
"","","","","","html-keyboard-response","26","101484","0.0-9.0-1.4","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","650.99","333.99999999136213","2554.6999999284744","","","","","","","","","","","","",""
