"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","response","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","comprehensionCheck","flipped","runnerFPS","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","currentTrial","obstacle_idx","obstacle_initial_x","obstacle_initial_y"
"","","","","","html-keyboard-response","93","389389","0.0-11.0-1.14","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","437.00000003893666","276.00999999999993","1712","","","","","","","","","","","33","4","500","350"
"","","","","","html-keyboard-response","94","392391","0.0-11.0-0.15","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","322.3","356.42114317029973","357.87","4","34","","",""
"","","","","","html-keyboard-response","95","394060","0.0-11.0-1.15","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","630.0099996865895","289.0000791714075","1670","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","95","394060","0.0-11.0-1.15","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","630.0099996865895","289.0000791714075","1670","","","","","","","","","","","34","3","500","250"
"","","","","","html-keyboard-response","96","397062","0.0-11.0-0.16","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","322.3","296.07114317029976","371.46","3","35","","",""
"","","","","","html-keyboard-response","97","398737","0.0-11.0-1.16","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","682.9929606766492","289.0071026703966","1676","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","97","398737","0.0-11.0-1.16","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","682.9929606766492","289.0071026703966","1676","","","","","","","","","","","35","3","500","250"
"","","","","","html-keyboard-response","98","401739","0.0-11.0-0.17","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","575.4211431702997","266.76","12","36","","",""
"","","","","","html-keyboard-response","99","403949","0.0-11.0-1.17","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","590.9900116208692","296.99951804321944","2210","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","99","403949","0.0-11.0-1.17","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","590.9900116208692","296.99951804321944","2210","","","","","","","","","","","36","1","375","250"
"","","","","","html-button-response","100","436488","0.0-12.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","32537","","","","","","","","","","","","","0","","","","<p><span style = ""font-size:40px;"">BREAK</span></p><p>You are halfway done! Click 'Next' when you are ready for the next set.</p>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","101","439489","0.0-13.0-0.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","500","453.67114317029973","210.33","5","37","","",""
"","","","","","html-keyboard-response","102","441056","0.0-13.0-1.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","452.0029022546815","253.00956958294617","1567","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","102","441056","0.0-13.0-1.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","452.0029022546815","253.00956958294617","1567","","","","","","","","","","","37","4","500","350"
"","","","","","html-keyboard-response","103","444059","0.0-13.0-0.1","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","667.6211431702998","201.78","9","38","","",""
"","","","","","html-keyboard-response","104","449052","0.0-13.0-1.1","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","467.9900034997594","340.99973545711237","4993","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","104","449052","0.0-13.0-1.1","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","467.9900034997594","340.99973545711237","4993","","","","","","","","","","","38","1","375","250"
"","","","","","html-keyboard-response","105","452056","0.0-13.0-0.2","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","322.3","379.3711431702997","245.25","1","39","","",""
"","","","","","html-keyboard-response","106","453844","0.0-13.0-1.2","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","576.01","268","1788","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","106","453844","0.0-13.0-1.2","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","576.01","268","1788","","","","","","","","","","","39","5","625","250"
"","","","","","html-keyboard-response","107","456850","0.0-13.0-0.3","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","500","453.67114317029973","210.33","5","40","","",""
"","","","","","html-keyboard-response","108","458959","0.0-13.0-1.3","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","486.99","292","2110","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","108","458959","0.0-13.0-1.3","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","486.99","292","2110","","","","","","","","","","","40","3","500","250"
"","","","","","html-keyboard-response","109","461960","0.0-13.0-0.4","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","500","510.8711431702997","369.03","8","41","","",""
"","","","","","html-keyboard-response","110","465039","0.0-13.0-1.4","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","483.99","255.99999999446203","3079","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","110","465039","0.0-13.0-1.4","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","483.99","255.99999999446203","3079","","","","","","","","","","","41","1","375","250"
"","","","","","html-keyboard-response","111","468042","0.0-13.0-0.5","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","356.42114317029973","357.87","4","42","","",""
"","","","","","html-keyboard-response","112","470269","0.0-13.0-1.5","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","304.99117599536754","253.00470499120576","2226","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","112","470269","0.0-13.0-1.5","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","304.99117599536754","253.00470499120576","2226","","","","","","","","","","","42","6","625","350"
"","","","","","html-keyboard-response","113","473271","0.0-13.0-0.6","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","604.4000000000001","575.4211431702997","266.76","12","43","","",""
"","","","","","html-keyboard-response","114","475842","0.0-13.0-1.6","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","396.9997618949578","252.99000283510242","2570","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","114","475842","0.0-13.0-1.6","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","396.9997618949578","252.99000283510242","2570","","","","","","","","","","","43","2","375","350"
"","","","","","html-keyboard-response","115","478843","0.0-13.0-0.7","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","575.4211431702997","266.76","12","44","","",""
"","","","","","html-keyboard-response","116","481371","0.0-13.0-1.7","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","341.00673186464707","298.0073947277417","2527","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","116","481371","0.0-13.0-1.7","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","341.00673186464707","298.0073947277417","2527","","","","","","","","","","","44","4","500","350"
"","","","","","html-keyboard-response","117","484376","0.0-13.0-0.8","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","308.07114317029976","253.89","2","45","","",""
"","","","","","html-keyboard-response","118","486427","0.0-13.0-1.8","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","273.00000002763926","261.00999999999993","2051","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","118","486427","0.0-13.0-1.8","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","273.00000002763926","261.00999999999993","2051","","","","","","","","","","","45","2","375","350"
"","","","","","html-keyboard-response","119","489430","0.0-13.0-0.9","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","356.42114317029973","357.87","4","46","","",""
"","","","","","html-keyboard-response","120","490963","0.0-13.0-1.9","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","343.9900000000002","327.00000006066404","1532","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","120","490963","0.0-13.0-1.9","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","343.9900000000002","327.00000006066404","1532","","","","","","","","","","","46","1","375","250"
"","","","","","html-keyboard-response","121","493965","0.0-13.0-0.10","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","379.3711431702997","245.25","1","47","","",""
"","","","","","html-keyboard-response","122","495968","0.0-13.0-1.10","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","391.99289194551227","277.0070338866496","2003","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","122","495968","0.0-13.0-1.10","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","391.99289194551227","277.0070338866496","2003","","","","","","","","","","","47","4","500","350"
"","","","","","html-keyboard-response","123","498972","0.0-13.0-0.11","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","500","479.92114317029973","330.87","6","48","","",""
"","","","","","html-keyboard-response","124","501294","0.0-13.0-1.11","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","410.9999999999503","298.99","2321","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","124","501294","0.0-13.0-1.11","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","410.9999999999503","298.99","2321","","","","","","","","","","","48","1","375","250"
"","","","","","html-keyboard-response","125","504298","0.0-13.0-0.12","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","500","553.4711431702997","282.51","7","49","","",""
"","","","","","html-keyboard-response","126","505846","0.0-13.0-1.12","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","610.99","299.9999999999997","1546","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","126","505846","0.0-13.0-1.12","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","610.99","299.9999999999997","1546","","","","","","","","","","","49","6","625","350"
"","","","","","html-keyboard-response","127","508848","0.0-13.0-0.13","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","500","453.67114317029973","210.33","5","50","","",""
"","","","","","html-keyboard-response","128","511457","0.0-13.0-1.13","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","500.99","266.0000000000331","2609","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","128","511457","0.0-13.0-1.13","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","500.99","266.0000000000331","2609","","","","","","","","","","","50","1","375","250"
"","","","","","html-keyboard-response","129","514459","0.0-13.0-0.14","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","322.3","356.42114317029973","357.87","4","51","","",""
"","","","","","html-keyboard-response","130","518200","0.0-13.0-1.14","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","580.991029033716","255.99487529108436","3742","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","130","518200","0.0-13.0-1.14","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","580.991029033716","255.99487529108436","3742","","","","","","","","","","","51","5","625","250"
"","","","","","html-keyboard-response","131","521204","0.0-13.0-0.15","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","379.3711431702997","245.25","1","52","","",""
"","","","","","html-keyboard-response","132","522732","0.0-13.0-1.15","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","474.0095909586456","314.99716918523075","1528","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","132","522732","0.0-13.0-1.15","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","474.0095909586456","314.99716918523075","1528","","","","","","","","","","","52","3","500","250"
"","","","","","html-keyboard-response","133","525735","0.0-13.0-0.16","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","500","553.4711431702997","282.51","7","53","","",""
"","","","","","html-keyboard-response","134","530871","0.0-13.0-1.16","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","445.01","251","5136","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","134","530871","0.0-13.0-1.16","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","445.01","251","5136","","","","","","","","","","","53","3","500","250"
"","","","","","html-keyboard-response","135","533874","0.0-13.0-0.17","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","296.07114317029976","371.46","3","54","","",""
"","","","","","html-keyboard-response","136","535901","0.0-13.0-1.17","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","283.01","282","2026","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","136","535901","0.0-13.0-1.17","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","283.01","282","2026","","","","","","","","","","","54","5","625","250"
"","","","","","html-button-response","137","542062","0.0-14.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","6160","","","","","","","","","","","","","0","","","","<p><span style = ""font-size:40px;"">BREAK</span></p><p>You are almost done! Click 'Next' when you are ready for the next set.</p>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","138","545065","0.0-15.0-0.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","500","479.92114317029973","330.87","6","55","","",""
"","","","","","html-keyboard-response","139","546763","0.0-15.0-1.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","513.9900547374997","314.9989551297683","1698","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","139","546763","0.0-15.0-1.0","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","513.9900547374997","314.9989551297683","1698","","","","","","","","","","","55","6","625","350"
"","","","","","html-keyboard-response","140","549769","0.0-15.0-0.1","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","true","144","500","453.67114317029973","210.33","5","56","","",""
"","","","","","html-keyboard-response","141","551469","0.0-15.0-1.1","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","513.9999032068912","331.9900004684563","1700","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","141","551469","0.0-15.0-1.1","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","513.9999032068912","331.9900004684563","1700","","","","","","","","","","","56","5","625","250"
"","","","","","html-keyboard-response","142","554472","0.0-15.0-0.2","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","575.4211431702997","266.76","12","57","","",""
"","","","","","html-keyboard-response","143","556101","0.0-15.0-1.2","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","597.0000883763915","327.990000390527","1629","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","143","556101","0.0-15.0-1.2","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","597.0000883763915","327.990000390527","1629","","","","","","","","","","","57","5","625","250"
"","","","","","html-keyboard-response","144","559103","0.0-15.0-0.3","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","308.07114317029976","253.89","2","58","","",""
"","","","","","html-keyboard-response","145","561019","0.0-15.0-1.3","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","485.0070712467353","308.9929291111161","1916","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","145","561019","0.0-15.0-1.3","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","485.0070712467353","308.9929291111161","1916","","","","","","","","","","","58","3","500","250"
"","","","","","html-keyboard-response","146","564025","0.0-15.0-0.4","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","650.0211431702996","404.58000000000004","11","59","","",""
"","","","","","html-keyboard-response","147","565594","0.0-15.0-1.4","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","637.0099998482946","271.9999449174749","1569","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","147","565594","0.0-15.0-1.4","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","637.0099998482946","271.9999449174749","1569","","","","","","","","","","","59","6","625","350"
"","","","","","html-keyboard-response","148","568596","0.0-15.0-0.5","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","356.42114317029973","357.87","4","60","","",""
"","","","","","html-keyboard-response","149","570147","0.0-15.0-1.5","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","595.9928296799515","269.0069704024562","1551","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","149","570147","0.0-15.0-1.5","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","595.9928296799515","269.0069704024562","1551","","","","","","","","","","","60","4","500","350"
"","","","","","html-keyboard-response","150","573150","0.0-15.0-0.6","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","322.3","308.07114317029976","253.89","2","61","","",""
"","","","","","html-keyboard-response","151","575278","0.0-15.0-1.6","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","285.9900004997401","236.00009997276072","2129","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","151","575278","0.0-15.0-1.6","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","285.9900004997401","236.00009997276072","2129","","","","","","","","","","","61","5","625","250"
"","","","","","html-keyboard-response","152","578280","0.0-15.0-0.7","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","650.0211431702996","404.58000000000004","11","62","","",""
"","","","","","html-keyboard-response","153","580584","0.0-15.0-1.7","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","","","","","","","645.0000433963572","238.99000009416264","2305","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","153","580584","0.0-15.0-1.7","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","","","","","","","","","","","","","","","","","reconstruct","","","","","","645.0000433963572","238.99000009416264","2305","","","","","","","","","","","62","4","500","350"
"","","","","","html-keyboard-response","154","583587","0.0-15.0-0.8","63eac01fdd7ce6b0923a36e2","64d3ef96556dbe1f0e02b5aa","64da63f7e55b62d438ba8b51","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","","false","144","604.4000000000001","596.8711431702998","394.5","10","63","","",""
