"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","view_history","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","comprehensionCheck","flipped","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","obstacle_idx","obstacle_initial_x","obstacle_initial_y","final_to_initial_distance","initial_to_groundTruth_distance","final_to_groundTruth_distance","finalInBetweenInitGround"
"","","","","","html-keyboard-response","91","422801","0.0-8.0-0.15","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","500","510.8711431702997","369.03","8","","","","","","",""
"","","","","","html-keyboard-response","92","425283","0.0-8.0-1.15","","","","","","","","","","","","","","","","473.01","373","2479.000000000058","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","92","425283","0.0-8.0-1.15","","","","","","","","","","reconstruct","","","","","","473.01","373","2479.000000000058","","","","","","","","","","6","625","350","153.720395849087","115.70452394463331","38.06871500539431","false"
"","","","","","html-keyboard-response","93","428286","0.0-8.0-0.16","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","94","430632","0.0-8.0-1.16","","","","","","","","","","","","","","","","655.0099783949428","301.9993430111371","2344","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","94","430632","0.0-8.0-1.16","","","","","","","","","","reconstruct","","","","","","655.0099783949428","301.9993430111371","2344","","","","","","","","","","2","375","350","284.0944404104008","20.176987413846014","303.7710039374664","false"
"","","","","","html-keyboard-response","95","433635","0.0-8.0-0.17","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","308.07114317029976","253.89","2","","","","","","",""
"","","","","","html-keyboard-response","96","436416","0.0-8.0-1.17","","","","","","","","","","","","","","","","666.01","299.0000000000044","2780","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","96","436416","0.0-8.0-1.17","","","","","","","","","","reconstruct","","","","","","666.01","299.0000000000044","2780","","","","","","","","","","2","375","350","295.44512197699174","117.11790630185682","360.77020016702187","false"
"","","","","","html-button-response","97","506448","0.0-9.0","","","","70030","","0","","","","","<p><span style = ""font-size:40px;"">BREAK</span></p><p>You are halfway done! Click 'Next' when you are ready for the next set.</p>","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","98","509450","0.0-10.0-0.0","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","99","550447","0.0-10.0-1.0","","","","","","","","","","","","","","","","391.0000725855338","326.99000026343646","40995","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","99","550447","0.0-10.0-1.0","","","","","","","","","","reconstruct","","","","","","391.0000725855338","326.99000026343646","40995","","","","","","","","","","3","500","250","133.4482833045178","173.96628517940113","216.65755876070537","false"
"","","","","","html-keyboard-response","100","553449","0.0-10.0-0.1","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","575.4211431702997","266.76","12","","","","","","",""
"","","","","","html-keyboard-response","101","556730","0.0-10.0-1.1","","","","","","","","","","","","","","","","422.00000099004944","246.009999999951","3279","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","101","556730","0.0-10.0-1.1","","","","","","","","","","reconstruct","","","","","","422.00000099004944","246.009999999951","3279","","","","","","","","","","4","500","350","129.99199954444305","112.32651707016848","154.8179878692867","false"
"","","","","","html-keyboard-response","102","559732","0.0-10.0-0.2","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","296.07114317029976","371.46","3","","","","","","",""
"","","","","","html-keyboard-response","103","566246","0.0-10.0-1.2","","","","","","","","","","","","","","","","518.009999999951","256.9999990100963","6512","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","103","566246","0.0-10.0-1.2","","","","","","","","","","reconstruct","","","","","","518.009999999951","256.9999990100963","6512","","","","","","","","","","6","625","350","141.75986838358935","329.62816089541474","249.7157343810381","true"
"","","","","","html-keyboard-response","104","569249","0.0-10.0-0.3","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","105","572997","0.0-10.0-1.3","","","","","","","","","","","","","","","","347.00098462886166","239.99004859276255","3747","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","105","572997","0.0-10.0-1.3","","","","","","","","","","reconstruct","","","","","","347.00098462886166","239.99004859276255","3747","","","","","","","","","","1","375","250","29.734558831913013","109.45826063435551","118.25574967297993","false"
"","","","","","html-keyboard-response","106","575999","0.0-10.0-0.4","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","500","510.8711431702997","369.03","8","","","","","","",""
"","","","","","html-keyboard-response","107","581014","0.0-10.0-1.4","","","","","","","","","","","","","","","","515.9990143729985","271.9900486915728","5013","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","107","581014","0.0-10.0-1.4","","","","","","","","","","reconstruct","","","","","","515.9990143729985","271.9900486915728","5013","","","","","","","","","","5","625","250","111.19701933557175","164.90462959315064","97.17534261845125","true"
"","","","","","html-keyboard-response","108","584017","0.0-10.0-0.5","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","109","586363","0.0-10.0-1.5","","","","","","","","","","","","","","","","598.0070359788151","267.99289401645706","2344","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","109","586363","0.0-10.0-1.5","","","","","","","","","","reconstruct","","","","","","598.0070359788151","267.99289401645706","2344","","","","","","","","","","5","625","250","32.4401655627162","147.21237239629613","126.51220540645004","true"
"","","","","","html-keyboard-response","110","589366","0.0-10.0-0.6","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","111","591929","0.0-10.0-1.6","","","","","","","","","","","","","","","","421.9999984688323","270.9900000001172","2562","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","111","591929","0.0-10.0-1.6","","","","","","","","","","reconstruct","","","","","","421.9999984688323","270.9900000001172","2562","","","","","","","","","","2","375","350","91.9324749805623","226.28975710733275","214.09025514761905","true"
"","","","","","html-keyboard-response","112","594931","0.0-10.0-0.7","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","500","453.67114317029973","210.33","5","","","","","","",""
"","","","","","html-keyboard-response","113","597396","0.0-10.0-1.7","","","","","","","","","","","","","","","","535.0098367464356","334.9982004390641","2464","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","113","597396","0.0-10.0-1.7","","","","","","","","","","reconstruct","","","","","","535.0098367464356","334.9982004390641","2464","","","","","","","","","","3","500","250","91.92596339931055","60.992391944789844","148.85611600934365","false"
"","","","","","html-keyboard-response","114","600399","0.0-10.0-0.8","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","115","602629","0.0-10.0-1.8","","","","","","","","","","","","","","","","658.9999000000003","325.0099994999875","2229","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","115","602629","0.0-10.0-1.8","","","","","","","","","","reconstruct","","","","","","658.9999000000003","325.0099994999875","2229","","","","","","","","","","5","625","250","82.35589368708314","289.4314067891538","304.3578218437434","false"
"","","","","","html-keyboard-response","116","605633","0.0-10.0-0.9","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","500","553.4711431702997","282.51","7","","","","","","",""
"","","","","","html-keyboard-response","117","608430","0.0-10.0-1.9","","","","","","","","","","","","","","","","499.0006562988792","309.0099784403481","2795","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","117","608430","0.0-10.0-1.9","","","","","","","","","","reconstruct","","","","","","499.0006562988792","309.0099784403481","2795","","","","","","","","","","5","625","250","139.13307359734245","78.57020719944529","60.574605218263734","false"
"","","","","","html-keyboard-response","118","611432","0.0-10.0-0.10","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","308.07114317029976","253.89","2","","","","","","",""
"","","","","","html-keyboard-response","119","616981","0.0-10.0-1.10","","","","","","","","","","","","","","","","729.01","229","5548","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","119","616982","0.0-10.0-1.10","","","","","","","","","","reconstruct","","","","","","729.01","229","5548","","","","","","","","","","1","375","250","354.63231677330253","67.04180767648283","421.674084203778","false"
"","","","","","html-keyboard-response","120","619985","0.0-10.0-0.11","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","575.4211431702997","266.76","12","","","","","","",""
"","","","","","html-keyboard-response","121","622666","0.0-10.0-1.11","","","","","","","","","","","","","","","","439.99999999999943","296.01","2680","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","121","622666","0.0-10.0-1.11","","","","","","","","","","reconstruct","","","","","","439.99999999999943","296.01","2680","","","","","","","","","","6","625","350","192.71720239771076","96.88632847073895","138.54403097048595","false"
"","","","","","html-keyboard-response","122","625669","0.0-10.0-0.12","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","500","510.8711431702997","369.03","8","","","","","","",""
"","","","","","html-keyboard-response","123","628562","0.0-10.0-1.12","","","","","","","","","","","","","","","","527.0099999999998","284.00000006305333","2891","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","123","628562","0.0-10.0-1.12","","","","","","","","","","reconstruct","","","","","","527.0099999999998","284.00000006305333","2891","","","","","","","","","","2","375","350","165.71976373286589","137.19733396245016","86.54804208673181","false"
"","","","","","html-keyboard-response","124","631565","0.0-10.0-0.13","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","667.6211431702998","201.78","9","","","","","","",""
"","","","","","html-keyboard-response","125","634132","0.0-10.0-1.13","","","","","","","","","","","","","","","","608.9999000145132","330.0099995001326","2566","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","125","634132","0.0-10.0-1.13","","","","","","","","","","reconstruct","","","","","","608.9999000145132","330.0099995001326","2566","","","","","","","","","","1","375","250","247.30053220082925","296.56753333818097","140.99426556046123","true"
"","","","","","html-keyboard-response","126","637135","0.0-10.0-0.14","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","308.07114317029976","253.89","2","","","","","","",""
"","","","","","html-keyboard-response","127","640031","0.0-10.0-1.14","","","","","","","","","","","","","","","","352.99","319","2894","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","127","640031","0.0-10.0-1.14","","","","","","","","","","reconstruct","","","","","","352.99","319","2894","","","","","","","","","","6","625","350","273.7707802158587","331.1812681770825","79.10130086722411","true"
"","","","","","html-keyboard-response","128","643034","0.0-10.0-0.15","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","500","479.92114317029973","330.87","6","","","","","","",""
"","","","","","html-keyboard-response","129","646133","0.0-10.0-1.15","","","","","","","","","","","","","","","","542.0099090148157","265.00134589204004","3098","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","129","646133","0.0-10.0-1.15","","","","","","","","","","reconstruct","","","","","","542.0099090148157","265.00134589204004","3098","","","","","","","","","","4","500","350","94.81352042613811","27.732965791411512","90.51902804432447","false"
"","","","","","html-keyboard-response","130","649136","0.0-10.0-0.16","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","500","453.67114317029973","210.33","5","","","","","","",""
"","","","","","html-keyboard-response","131","652582","0.0-10.0-1.16","","","","","","","","","","","","","","","","486.00998787278706","300.00049233849103","3445","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","131","652582","0.0-10.0-1.16","","","","","","","","","","reconstruct","","","","","","486.00998787278706","300.00049233849103","3445","","","","","","","","","","2","375","350","121.75043397832151","160.30239445411223","95.32364907471266","true"
"","","","","","html-keyboard-response","132","655585","0.0-10.0-0.17","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","500","479.92114317029973","330.87","6","","","","","","",""
"","","","","","html-keyboard-response","133","658314","0.0-10.0-1.17","","","","","","","","","","","","","","","","541.0070710660423","282.0070710695815","2729","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","133","658315","0.0-10.0-1.17","","","","","","","","","","reconstruct","","","","","","541.0070710660423","282.0070710695815","2729","","","","","","","","","","1","375","250","169.06448545563686","132.47038606482027","78.22452563322443","false"
"","","","","","html-button-response","134","665504","0.0-11.0","","","","7188","","0","","","","","<p><span style = ""font-size:40px;"">BREAK</span></p><p>You are almost done! Click 'Next' when you are ready for the next set.</p>","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","135","668507","0.0-12.0-0.0","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","296.07114317029976","371.46","3","","","","","","",""
"","","","","","html-keyboard-response","136","671536","0.0-12.0-1.0","","","","","","","","","","","","","","","","286.00997839516583","321.0006569854751","3028","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","136","671536","0.0-12.0-1.0","","","","","","","","","","reconstruct","","","","","","286.00997839516583","321.0006569854751","3028","","","","","","","","","","1","375","250","113.84338908165877","144.8526701184459","51.45262222753938","true"
"","","","","","html-keyboard-response","137","674539","0.0-12.0-0.1","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","379.3711431702997","245.25","1","","","","","","",""
"","","","","","html-keyboard-response","138","680687","0.0-12.0-1.1","","","","","","","","","","","","","","","","657.9900223324565","329.01065629835017","6146","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","138","680687","0.0-12.0-1.1","","","","","","","","","","reconstruct","","","","","","657.9900223324565","329.01065629835017","6146","","","","","","","","","","2","375","350","283.76734359110145","104.84116268248488","290.9369817831808","false"
"","","","","","html-keyboard-response","139","683691","0.0-12.0-0.2","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","140","687637","0.0-12.0-1.2","","","","","","","","","","","","","","","","483.990000000051","269.00000100971704","3944","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","140","687637","0.0-12.0-1.2","","","","","","","","","","reconstruct","","","","","","483.990000000051","269.00000100971704","3944","","","","","","","","","","1","375","250","110.63372062070572","264.7773671817432","168.79692600869018","true"
"","","","","","html-keyboard-response","141","690640","0.0-12.0-0.3","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","379.3711431702997","245.25","1","","","","","","",""
"","","","","","html-keyboard-response","142","694287","0.0-12.0-1.3","","","","","","","","","","","","","","","","400.0099997468296","242.0000711571792","3645","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","142","694287","0.0-12.0-1.3","","","","","","","","","","reconstruct","","","","","","400.0099997468296","242.0000711571792","3645","","","","","","","","","","6","625","350","249.56859747166905","267.03201644646543","20.893167262767232","true"
"","","","","","html-keyboard-response","143","697290","0.0-12.0-0.4","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","650.0211431702996","404.58000000000004","11","","","","","","",""
"","","","","","html-keyboard-response","144","702670","0.0-12.0-1.4","","","","","","","","","","","","","","","","704.010070712477","325.0100997414366","5378","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","144","702670","0.0-12.0-1.4","","","","","","","","","","reconstruct","","","","","","704.010070712477","325.0100997414366","5378","","","","","","","","","","3","500","250","217.36288555162804","215.40965576808193","96.15702431082306","false"
"","","","","","html-keyboard-response","145","705673","0.0-12.0-0.5","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","667.6211431702998","201.78","9","","","","","","",""
"","","","","","html-keyboard-response","146","708370","0.0-12.0-1.5","","","","","","","","","","","","","","","","673.009999999951","332.00000099005","2695","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","146","708370","0.0-12.0-1.5","","","","","","","","","","reconstruct","","","","","","673.009999999951","332.00000099005","2695","","","","","","","","","","6","625","350","51.273385536294505","154.2262307298703","130.33145604871874","true"
"","","","","","html-keyboard-response","147","711372","0.0-12.0-0.6","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","575.4211431702997","266.76","12","","","","","","",""
"","","","","","html-keyboard-response","148","715321","0.0-12.0-1.6","","","","","","","","","","","","","","","","477.00999950018746","291.0000999800025","3948.0000000001164","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","148","715321","0.0-12.0-1.6","","","","","","","","","","reconstruct","","","","","","477.00999950018746","291.0000999800025","3948.0000000001164","","","","","","","","","","1","375","250","109.94111240295165","201.1206907050833","101.35253151993786","true"
"","","","","","html-keyboard-response","149","718324","0.0-12.0-0.7","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","308.07114317029976","253.89","2","","","","","","",""
"","","","","","html-keyboard-response","150","721104","0.0-12.0-1.7","","","","","","","","","","","","","","","","334.99999999548044","231.99","2779","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","150","721104","0.0-12.0-1.7","","","","","","","","","","reconstruct","","","","","","334.99999999548044","231.99","2779","","","","","","","","","","4","500","350","202.85798012770277","214.64812643942545","34.70984485576216","true"
"","","","","","html-keyboard-response","151","724107","0.0-12.0-0.8","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","296.07114317029976","371.46","3","","","","","","",""
"","","","","","html-keyboard-response","152","727088","0.0-12.0-1.8","","","","","","","","","","","","","","","","742.0019614551237","260.99019425200214","2979","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","152","727088","0.0-12.0-1.8","","","","","","","","","","reconstruct","","","","","","742.0019614551237","260.99019425200214","2979","","","","","","","","","","3","500","250","242.25138537854414","237.3594536728385","459.4103532553147","false"
"","","","","","html-keyboard-response","153","730090","0.0-12.0-0.9","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","154","732788","0.0-12.0-1.9","","","","","","","","","","","","","","","","423.009999999951","239.00000098988662","2696","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","154","732788","0.0-12.0-1.9","","","","","","","","","","reconstruct","","","","","","423.009999999951","239.00000098988662","2696","","","","","","","","","","4","500","350","135.08686050187382","106.60332255197638","233.25511097647095","false"
"","","","","","html-keyboard-response","155","735791","0.0-12.0-0.10","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","650.0211431702996","404.58000000000004","11","","","","","","",""
"","","","","","html-keyboard-response","156","738053","0.0-12.0-1.10","","","","","","","","","","","","","","","","739.9999989902575","265.990000000051","2260","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","156","738053","0.0-12.0-1.10","","","","","","","","","","reconstruct","","","","","","739.9999989902575","265.990000000051","2260","","","","","","","","","","6","625","350","142.4172737688468","60.04193539142985","165.23735229860904","false"
"","","","","","html-keyboard-response","157","741056","0.0-12.0-0.11","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","158","744972","0.0-12.0-1.11","","","","","","","","","","","","","","","","640.9999993040083","255.00999999997578","3914","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","158","744972","0.0-12.0-1.11","","","","","","","","","","reconstruct","","","","","","640.9999993040083","255.00999999997578","3914","","","","","","","","","","4","500","350","170.01205811275545","143.79438455142665","302.59759575775706","false"
"","","","","","html-keyboard-response","159","747976","0.0-12.0-0.12","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","667.6211431702998","201.78","9","","","","","","",""
"","","","","","html-keyboard-response","160","750988","0.0-12.0-1.12","","","","","","","","","","","","","","","","648.9999999989838","262.99","3010","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","160","750988","0.0-12.0-1.12","","","","","","","","","","reconstruct","","","","","","648.9999999989838","262.99","3010","","","","","","","","","","4","500","350","172.54489299801708","223.75436540482988","63.97977081083246","true"
"","","","","","html-keyboard-response","161","753991","0.0-12.0-0.13","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","604.4000000000001","650.0211431702996","404.58000000000004","11","","","","","","",""
"","","","","","html-keyboard-response","162","757672","0.0-12.0-1.13","","","","","","","","","","","","","","","","707.01","277.9999999929612","3679.0000000001164","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","162","757672","0.0-12.0-1.13","","","","","","","","","","reconstruct","","","","","","707.01","277.9999999929612","3679.0000000001164","","","","","","","","","","1","375","250","333.18859539246813","315.4863001632535","138.8172403001084","false"
"","","","","","html-keyboard-response","163","760675","0.0-12.0-0.14","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","604.4000000000001","575.4211431702997","266.76","12","","","","","","",""
"","","","","","html-keyboard-response","164","763038","0.0-12.0-1.14","","","","","","","","","","","","","","","","446.0001","305.0099994999875","2360.9999999998836","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","164","763038","0.0-12.0-1.14","","","","","","","","","","reconstruct","","","","","","446.0001","305.0099994999875","2360.9999999998836","","","","","","","","","","5","625","250","187.26202029508983","52.33508043884061","134.9550624357517","false"
"","","","","","html-keyboard-response","165","766042","0.0-12.0-0.15","","","","null","","null","","","","fallScene","","","","","","","","","","","","","false","322.3","379.3711431702997","245.25","1","","","","","","",""
"","","","","","html-keyboard-response","166","768838","0.0-12.0-1.15","","","","","","","","","","","","","","","","393.99999996907826","253.00999999999996","2794","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","166","768838","0.0-12.0-1.15","","","","","","","","","","reconstruct","","","","","","393.99999996907826","253.00999999999996","2794","","","","","","","","","","4","500","350","143.67692962530697","159.76195917689645","16.559621107959224","true"
"","","","","","html-keyboard-response","167","771840","0.0-12.0-0.16","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","168","773989","0.0-12.0-1.16","","","","","","","","","","","","","","","","610.9985388286345","253.00989267295736","2148","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","168","773989","0.0-12.0-1.16","","","","","","","","","","reconstruct","","","","","","610.9985388286345","253.00989267295736","2148","","","","","","","","","","6","625","350","97.99551946004728","268.69413695864046","275.32760938347474","false"
"","","","","","html-keyboard-response","169","776992","0.0-12.0-0.17","","","","null","","null","","","","fallScene","","","","","","","","","","","","","true","500","453.67114317029973","210.33","5","","","","","","",""
"","","","","","html-keyboard-response","170","779805","0.0-12.0-1.17","","","","","","","","","","","","","","","","491.00999999900773","248.99999554523612","2810.9999999998836","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","170","779805","0.0-12.0-1.17","","","","","","","","","","reconstruct","","","","","","491.00999999900773","248.99999554523612","2810.9999999998836","","","","","","","","","","6","625","350","167.79249387302232","221.04589134967412","53.754616404019984","true"
"","","","","","survey-text","171","1184077","0.0-13.0","","","","404272","","{""Summary"":""speculating the turning point between the beginning and the end??""}","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
