"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","view_history","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","obstacle_idx","obstacle_initial_x","obstacle_initial_y","final_to_initial_distance","initial_to_groundTruth_distance","final_to_groundTruth_distance","finalInBetweenInitGround"
"","","","","","html-keyboard-response","73","587531","0.0-8.0-0.11","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","604.4000000000001","650.0211431702996","404.58000000000004","11","","","","","","",""
"","","","","","html-keyboard-response","74","598794","0.0-8.0-1.11","","","","","","","","","","","","","","","","363.99","324.0000000000007","11262.09999999404","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","74","598794","0.0-8.0-1.11","","","","","","","","","","reconstruct","","","","","","363.99","324.0000000000007","11262.09999999404","","","","","","","","","5","625","250","271.2972909927412","156.59193467592334","297.1648553636657","false"
"","","","","","html-keyboard-response","75","601803","0.0-8.0-0.12","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","322.3","308.07114317029976","253.89","2","","","","","","",""
"","","","","","html-keyboard-response","76","607825","0.0-8.0-1.12","","","","","","","","","","","","","","","","317.99","203","6021.5999999940395","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","76","607825","0.0-8.0-1.12","","","","","","","","","","reconstruct","","","","","","317.99","203","6021.5999999940395","","","","","","","","","5","625","250","310.5867674257871","316.9527289539887","51.847621168266635","true"
"","","","","","html-keyboard-response","77","610829","0.0-8.0-0.13","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","78","614116","0.0-8.0-1.13","","","","","","","","","","","","","","","","364.00999999997606","245.99999930831655","3286.5999999940395","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","78","614116","0.0-8.0-1.13","","","","","","","","","","reconstruct","","","","","","364.00999999997606","245.99999930831655","3286.5999999940395","","","","","","","","","4","500","350","171.1995334219012","143.79438455142665","112.12710556657825","false"
"","","","","","html-keyboard-response","79","617121","0.0-8.0-0.14","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","322.3","356.42114317029973","357.87","4","","","","","","",""
"","","","","","html-keyboard-response","80","620348","0.0-8.0-1.14","","","","","","","","","","","","","","","","343.01","239.99999997300245","3225.5","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","80","620348","0.0-8.0-1.14","","","","","","","","","","reconstruct","","","","","","343.01","239.99999997300245","3225.5","","","","","","","","","3","500","250","157.30816921107422","179.58514701534637","118.63050057847131","true"
"","","","","","html-keyboard-response","81","623352","0.0-8.0-0.15","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","604.4000000000001","575.4211431702997","266.76","12","","","","","","",""
"","","","","","html-keyboard-response","82","627239","0.0-8.0-1.15","","","","","","","","","","","","","","","","608.9900000000491","256.0000009913398","3886.199999988079","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","82","627239","0.0-8.0-1.15","","","","","","","","","","reconstruct","","","","","","608.9900000000491","256.0000009913398","3886.199999988079","","","","","","","","","1","375","250","234.066913748866","201.1206907050833","35.25118051246768","false"
"","","","","","html-keyboard-response","83","630240","0.0-8.0-0.16","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","500","553.4711431702997","282.51","7","","","","","","",""
"","","","","","html-keyboard-response","84","634713","0.0-8.0-1.16","","","","","","","","","","","","","","","","518.9999994944476","278.9900000000128","4471.5","","","","","","","","","","","","","","",""
