"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","view_history","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","obstacle_idx","obstacle_initial_x","obstacle_initial_y","final_to_initial_distance","initial_to_groundTruth_distance","final_to_groundTruth_distance","finalInBetweenInitGround"
"","","","","","html-keyboard-response","48","243310","0.0-6.0-0.17","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","500","510.8711431702997","369.03","8","","","","","","",""
"","","","","","html-keyboard-response","49","246699","0.0-6.0-1.17","","","","","","","","","","","","","","","","468.00688471540656","300.0072526335748","3388.199999988079","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","49","246699","0.0-6.0-1.17","","","","","","","","","","reconstruct","","","","","","468.00688471540656","300.0072526335748","3388.199999988079","","","","","","","","","1","375","250","105.59832347354337","180.6352912539631","81.2495188102504","true"
"","","","","","html-button-response","50","248670","0.0-7.0","","","","1969","","0","","","","","<p><span style = ""font-size:40px;"">BREAK</span></p><p>You are doing great! Click 'Next' when you are ready for the next set.</p>","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","51","251675","0.0-8.0-0.0","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","500","510.8711431702997","369.03","8","","","","","","",""
"","","","","","html-keyboard-response","52","255391","0.0-8.0-1.0","","","","","","","","","","","","","","","","502.0000999955053","257.99000049996755","3715.0999999940395","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","52","255391","0.0-8.0-1.0","","","","","","","","","","reconstruct","","","","","","502.0000999955053","257.99000049996755","3715.0999999940395","","","","","","","","","5","625","250","123.25913965749223","164.90462959315064","111.39379199926837","true"
"","","","","","html-keyboard-response","53","258398","0.0-8.0-0.1","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","500","479.92114317029973","330.87","6","","","","","","",""
"","","","","","html-keyboard-response","54","261881","0.0-8.0-1.1","","","","","","","","","","","","","","","","490.00011216674346","294.9900006290887","3482.9000000059605","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","54","261881","0.0-8.0-1.1","","","","","","","","","","reconstruct","","","","","","490.00011216674346","294.9900006290887","3482.9000000059605","","","","","","","","","5","625","250","142.29922653197116","166.09585063755407","37.26875327788509","true"
"","","","","","html-keyboard-response","55","264884","0.0-8.0-0.2","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","56","267765","0.0-8.0-1.2","","","","","","","","","","","","","","","","425.00710709564765","288.00703485546796","2879.7000000178814","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","56","267765","0.0-8.0-1.2","","","","","","","","","","reconstruct","","","","","","425.00710709564765","288.00703485546796","2879.7000000178814","","","","","","","","","2","375","350","79.6482171017452","226.28975710733275","202.18308168871064","true"
"","","","","","html-keyboard-response","57","270768","0.0-8.0-0.3","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","322.3","296.07114317029976","371.46","3","","","","","","",""
"","","","","","html-keyboard-response","58","273981","0.0-8.0-1.3","","","","","","","","","","","","","","","","615.9911324034863","281.995377691911","3212.600000023842","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","58","273981","0.0-8.0-1.3","","","","","","","","","","reconstruct","","","","","","615.9911324034863","281.995377691911","3212.600000023842","","","","","","","","","2","375","350","250.4023852769388","81.79422987254857","332.19379608248437","false"
"","","","","","html-keyboard-response","59","276985","0.0-8.0-0.4","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","500","453.67114317029973","210.33","5","","","","","","",""
"","","","","","html-keyboard-response","60","280064","0.0-8.0-1.4","","","","","","","","","","","","","","","","527.0071061592259","300.0070358013798","3078.4000000059605","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","60","280064","0.0-8.0-1.4","","","","","","","","","","reconstruct","","","","","","527.0071061592259","300.0070358013798","3078.4000000059605","","","","","","","","","6","625","350","110.00865289900489","221.04589134967412","115.84530295888179","true"
