"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","response","flipped","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","trial_name","triangle_final_x","triangle_final_y","response_time","obstacle_idx","obstacle_initial_x","obstacle_initial_y"
"","","","","","html-keyboard-response","10","24180","0.0-3.0-1.3","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","625","350","398","6","625","350"
"","","","","","html-keyboard-response","11","27184","0.0-3.0-0.4","","","","","","","","","","","","","","","","null","","null","true","322.3","308.07114317029976","253.89","2","fallScene","","","","","",""
"","","","","","html-keyboard-response","12","27559","0.0-3.0-1.4","","","","","","","","","","","","","","","","","","","","","","","","","375","350","371","","",""
"","","","","","html-keyboard-response","12","27561","0.0-3.0-1.4","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","375","350","371","2","375","350"
"","","","","","html-keyboard-response","13","30565","0.0-3.0-0.5","","","","","","","","","","","","","","","","null","","null","true","322.3","356.42114317029973","357.87","4","fallScene","","","","","",""
"","","","","","html-keyboard-response","14","31193","0.0-3.0-1.5","","","","","","","","","","","","","","","","","","","","","","","","","500","350","627","","",""
"","","","","","html-keyboard-response","14","31193","0.0-3.0-1.5","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","500","350","627","4","500","350"
"","","","","","html-keyboard-response","15","34196","0.0-3.0-0.6","","","","","","","","","","","","","","","","null","","null","true","322.3","356.42114317029973","357.87","4","fallScene","","","","","",""
"","","","","","html-keyboard-response","16","34545","0.0-3.0-1.6","","","","","","","","","","","","","","","","","","","","","","","","","625","250","348","","",""
"","","","","","html-keyboard-response","16","34545","0.0-3.0-1.6","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","625","250","348","5","625","250"
"","","","","","html-keyboard-response","17","37547","0.0-3.0-0.7","","","","","","","","","","","","","","","","null","","null","true","604.4000000000001","596.8711431702998","394.5","10","fallScene","","","","","",""
"","","","","","html-keyboard-response","18","37963","0.0-3.0-1.7","","","","","","","","","","","","","","","","","","","","","","","","","625","350","413.9999999999927","","",""
"","","","","","html-keyboard-response","18","37963","0.0-3.0-1.7","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","625","350","413.9999999999927","6","625","350"
"","","","","","html-keyboard-response","19","40966","0.0-3.0-0.8","","","","","","","","","","","","","","","","null","","null","true","322.3","308.07114317029976","253.89","2","fallScene","","","","","",""
"","","","","","html-keyboard-response","20","41358","0.0-3.0-1.8","","","","","","","","","","","","","","","","","","","","","","","","","500","350","390","","",""
"","","","","","html-keyboard-response","20","41358","0.0-3.0-1.8","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","500","350","390","4","500","350"
"","","","","","html-keyboard-response","21","44361","0.0-3.0-0.9","","","","","","","","","","","","","","","","null","","null","true","322.3","308.07114317029976","253.89","2","fallScene","","","","","",""
"","","","","","html-keyboard-response","22","44960","0.0-3.0-1.9","","","","","","","","","","","","","","","","","","","","","","","","","625","250","596.9999999999927","","",""
"","","","","","html-keyboard-response","22","44960","0.0-3.0-1.9","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","625","250","596.9999999999927","5","625","250"
"","","","","","html-keyboard-response","23","47963","0.0-3.0-0.10","","","","","","","","","","","","","","","","null","","null","false","500","479.92114317029973","330.87","6","fallScene","","","","","",""
"","","","","","html-keyboard-response","24","48295","0.0-3.0-1.10","","","","","","","","","","","","","","","","","","","","","","","","","500","250","331","","",""
"","","","","","html-keyboard-response","24","48295","0.0-3.0-1.10","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","500","250","331","3","500","250"
"","","","","","html-keyboard-response","25","51298","0.0-3.0-0.11","","","","","","","","","","","","","","","","null","","null","true","500","453.67114317029973","210.33","5","fallScene","","","","","",""
"","","","","","html-keyboard-response","26","51645","0.0-3.0-1.11","","","","","","","","","","","","","","","","","","","","","","","","","375","350","346","","",""
"","","","","","html-keyboard-response","26","51645","0.0-3.0-1.11","","","","","","","","","","","","","","","","","","","","","","","","reconstruct","375","350","346","2","375","350"
