success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,practiceTestResult,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,url,stimulus,response,task,ball_X,obstacle_groundTruth_x,obstacle_groundTruth_y,stimulus_idx,trial_name,flipped,choice,timeLimit,question_order,obstacle_choice_x,obstacle_choice_y,currentTrial
,,,,,survey-text,10,109522,0.0-10.0,,,,passed,,6810,,,,,,,,,,,,,,"{""prolificID"":""cindyTestFull_0""}",,,,,,,,,,,,,
,,,,,instructions,11,241980,0.0-11.0-0.0-0.0,,,,passed,"[{""page_index"":0,""viewing_time"":19032},{""page_index"":1,""viewing_time"":18784},{""page_index"":2,""viewing_time"":86622},{""page_index"":3,""viewing_time"":8017}]",132456,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,12,254432,0.0-11.0-0.0-1.0,,,,passed,,11944,,,,,,,,,,,,,"<br>Remember! After a ball falls, the screen will disappear, and you'll decide if the proposed position is where the hidden triangle was. <br>You will now practice this by watching a few videos and making decisions.<p>To respond:<br style=""margin-bottom: 5px; text-indent: -20px; padding-left: 20px;"">- Press <b style=""color: #12AD2B;"">J for Yes</b>, if you think the triangle is in the correct position.<br style=""margin-top: 0; text-indent: -20px; padding-left: 20px;"">- Press <b style=""color: orange;"">F for No</b>, if you think the triangle is not in the correct position.</p><p>In this practice round, there is no time limit. Focus on getting comfortable with the task first.<br>Press either J or F to begin your practice trials.</p><img src = ""YesOrNo_instruction.png"" style=""width: 65%;""></img>",f,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,256117,0.0-11.0-0.0-2.0-0.0,,,,passed,,,,,,,,,,,,,,,,,ballFalling_prac,416,464,296,1,fallScene,FALSE,,,,,,
,,,,,html-keyboard-response,14,257984,0.0-11.0-0.0-2.0-1.0,,,,passed,,1865,,,,,,,,,,,,,,j,yesOrNo_prac_noTimed,,,,1,,,gt,NA,,,,
,,,,,html-keyboard-response,15,259567,0.0-11.0-0.0-2.0-0.1,,,,passed,,,,,,,,,,,,,,,,,ballFalling_prac,441,414,302,5,fallScene,TRUE,,,,,,
,,,,,html-keyboard-response,16,261739,0.0-11.0-0.0-2.0-1.1,,,,passed,,2167,,,,,,,,,,,,,,j,yesOrNo_prac_noTimed,,,,5,,,close gt,NA,,,,
,,,,,html-keyboard-response,17,263849,0.0-11.0-0.0-2.0-0.2,,,,passed,,,,,,,,,,,,,,,,,ballFalling_prac,660,666,350,3,fallScene,FALSE,,,,,,
,,,,,html-keyboard-response,18,265355,0.0-11.0-0.0-2.0-1.2,,,,passed,,1501,,,,,,,,,,,,,,f,yesOrNo_prac_noTimed,,,,3,,,wrong direction,NA,,,,
,,,,,instructions,19,316783,0.0-11.0-0.0-3.0,,,,passed,"[{""page_index"":0,""viewing_time"":27226},{""page_index"":1,""viewing_time"":24201}]",51427,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,20,324167,0.0-11.0-0.0-4.0,,,,passed,,6879,,,,,,,,,,,,,"<p>To make sure you understood the task, we just have a <b>brief quiz</b> here.</p><p>If you need to review the instructions, click 'Previous'.</p><p>It's important to understand the task to do the study, so you have to pass the quiz to move to the study.</p>",1,,,,,,,,,,,,,
,,,,,survey-multi-choice,21,332368,0.0-11.0-1.0-0.0,,,,passed,,8199,,,,,,,,,,,,,,"{""generalProcedure"":""Watch a video of a ball falling, some of it behind a gray screen. After each video, decide if the triangle is at the spot where the ball hit the triangle behind the screen. There is time limit for the response.""}",,,,,,,,,,[0],,,
,,,,,survey-multi-choice,22,335583,0.0-11.0-1.0-1.0,,,,passed,,3212,,,,,,,,,,,,,,"{""checkBallHitObstacle"":""Yes.""}",,,,,,,,,,[0],,,
,,,,,survey-multi-choice,23,340050,0.0-11.0-1.0-2.0,,,,passed,,4466,,,,,,,,,,,,,,"{""checkTriangleVisibility"":""No, the triangle is hidden behind the gray screen.""}",,,,,,,,,,[0],,,
,,,,,survey-multi-choice,24,344636,0.0-11.0-1.0-3.0,,,,passed,,4585,,,,,,,,,,,,,,"{""checkTimedResponse"":""Your response will not be recorded, and the trial will move to the next one.""}",,,,,,,,,,[0],,,
,,,,,survey-multi-choice,25,351570,0.0-11.0-1.0-4.0,,,,passed,,6932,,,,,,,,,,,,,,"{""checkTimeBlockNotice"":""At the beginning of each block.""}",,,,,,,,,,[0],,,
,,,,,survey-multi-choice,26,356723,0.0-11.0-1.0-5.0,,,,passed,,5151,,,,,,,,,,,,,,"{""checkTimeBlockSameness"":""Yes, the time limit is the same for all trials within a block.""}",,,,,,,,,,[0],,,
,,,,,survey-multi-choice,27,367572,0.0-11.0-1.0-6.0,,,,passed,,10847,,,,,,,,,,,,,,"{""checkTrianglePrecision"":""No. The proposed purple triangle is not in the correct position because it doesn't match the location of the white triangle exactly.""}",,,,,,,,,,[0],,,
,,,,,instructions,28,409339,0.0-12.0,,,,passed,"[{""page_index"":0,""viewing_time"":8630},{""page_index"":1,""viewing_time"":3417},{""page_index"":0,""viewing_time"":2417},{""page_index"":1,""viewing_time"":5851},{""page_index"":0,""viewing_time"":2149},{""page_index"":1,""viewing_time"":3870},{""page_index"":2,""viewing_time"":8963},{""page_index"":3,""viewing_time"":6469}]",41766,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,instructions,29,450597,0.0-13.0-0.0,,,,passed,"[{""page_index"":0,""viewing_time"":41257}]",41257,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,30,454696,0.0-13.0-1.0,,,,passed,,4098,,,,,,,,,,,,,"<p><span style=""font-size:40px;"">Practice BLOCK 1</span></p><p><span style=""font-size:25px;"">You have <strong>3 second(s)</strong> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>", ,,,,,,,,,,,,,
,,,,,html-keyboard-response,31,456278,0.0-13.0-2.0-0.0,,,,passed,,,,,,,,,,,,,,,,,ballFalling_prac,660,610,263,4,fallScene,FALSE,,,,,,
,,,,,html-keyboard-response,32,457749,0.0-13.0-2.0-1.0,,,,passed,,1466,,,,,,,,,,,,,,j,yesOrNo_prac,,,,4,,,gt,3000,,,,
,,,,,html-keyboard-response,33,459312,0.0-13.0-2.0-0.1,,,,passed,,,,,,,,,,,,,,,,,ballFalling_prac,416,464,296,1,fallScene,FALSE,,,,,,
,,,,,html-keyboard-response,34,461298,0.0-13.0-2.0-1.1,,,,passed,,1982,,,,,,,,,,,,,,f,yesOrNo_prac,,,,1,,,far gt,3000,,,,
,,,,,html-keyboard-response,35,462862,0.0-13.0-2.0-0.2,,,,passed,,,,,,,,,,,,,,,,,ballFalling_prac,584,536,296,1,fallScene,TRUE,,,,,,
,,,,,html-keyboard-response,36,465002,0.0-13.0-2.0-1.2,,,,passed,,2136,,,,,,,,,,,,,,j,yesOrNo_prac,,,,1,,,close gt,3000,,,,
,,,,,html-keyboard-response,37,468730,0.0-13.0-3.0,,,,passed,,3727,,,,,,,,,,,,,"<p><span style=""font-size:40px;"">Practice BLOCK 2</span></p><p><span style=""font-size:25px;"">You have <strong>1 second(s)</strong> to respond to the following trials.</span><br></p><p id=""blinking-text"" style=""font-weight; animation: blink 2s infinite;"">Press Space to continue</p><style>
                    @keyframes blink {
                        50% {
                            opacity: 0;
                        }
                    }
                </style>", ,,,,,,,,,,,,,
